,PNR_Number,PNR_Email,Flight,Cabin,Class,Cancelled Flights
241,PNR00200,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",FC,F,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
242,PNR00200,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",FC,F,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
243,PNR00228,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",FC,F,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
244,PNR00203,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",BC,C,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
245,PNR00203,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",BC,C,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
246,PNR00203,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",BC,J,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
247,PNR00229,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",BC,C,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
248,PNR00229,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",BC,C,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
249,PNR00231,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",BC,C,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
250,PNR00231,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",BC,C,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
251,PNR00240,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",BC,J,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
252,PNR00240,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-4889368, Departure City: CNN, Arrival City: MAA ",BC,Z,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
253,PNR00204,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",BC,J,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
254,PNR00204,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",BC,Z,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
255,PNR00204,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",BC,Z,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
256,PNR00224,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",BC,Z,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
257,PNR00230,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",BC,Z,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
258,PNR00230,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",BC,Z,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
259,PNR00257,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",BC,Z,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
260,PNR00257,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",BC,Z,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
261,PNR00208,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
262,PNR00208,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
263,PNR00208,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
264,PNR00211,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
265,PNR00211,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
266,PNR00216,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
267,PNR00216,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
268,PNR00216,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
269,PNR00227,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
270,PNR00227,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
271,PNR00238,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
272,PNR00238,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-5102252, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
273,PNR00210,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",FC,P,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
274,PNR00249,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",FC,F,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
275,PNR00260,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",FC,P,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
276,PNR00260,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",FC,P,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
277,PNR00219,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
278,PNR00219,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
279,PNR00221,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
280,PNR00221,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
281,PNR00225,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
282,PNR00225,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,H,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
283,PNR00226,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
284,PNR00226,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
285,PNR00233,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,Q,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
286,PNR00233,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,R,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
287,PNR00233,g-s01@outlook.com,"Flight('Inventory ID: INV-ZZ-2953205, Departure City: CNN, Arrival City: MAA ",PC,H,"[Flight('Inventory ID: INV-ZZ-1373383, Departure City: CNN, Arrival City: MAA ]"
